Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2,True,9,1,62
3,False,7,3,44
1,True,6,2,46
9,False,6,8,96
8,True,4,2,51
2,True,4,7,43
8,False,6,6,51
9,False,7,0,58
1,False,6,7,23
5,True,6,8,67
8,False,6,7,50
2,True,8,9,31
4,True,7,9,83
7,True,5,0,55
3,False,6,6,44
5,True,5,8,45
8,False,7,4,73
3,False,6,1,76
4,True,5,7,23
9,True,9,8,84
7,True,5,6,73
1,True,7,4,48
4,False,6,7,50
4,False,8,5,30
9,False,7,3,51
6,False,8,0,76
9,False,6,5,66
6,False,5,7,50
6,False,9,2,40
5,False,9,6,42
5,False,7,6,29
2,True,7,8,77
8,True,7,0,45
8,False,4,4,49
1,False,9,7,74
8,True,9,2,45
5,True,6,4,27
2,True,4,0,44
2,False,7,8,42
6,True,7,3,43
9,True,8,4,68
1,True,4,2,29
6,True,5,1,73
9,True,9,6,39
8,False,6,4,30
6,True,5,9,53
3,False,5,2,38
8,True,6,1,82
9,True,7,9,72
1,True,9,5,24
9,True,8,9,44
6,True,7,5,45
6,False,7,2,75
4,False,4,8,75
1,False,5,0,26
8,False,5,2,49
2,False,9,0,42
1,False,5,6,14
2,False,8,1,64
1,True,8,3,54
1,False,8,3,16
9,True,6,7,73
1,True,9,3,67
4,False,8,2,69
6,True,4,9,28
7,True,4,2,67
2,False,7,4,62
6,True,7,5,60
7,False,9,6,43
2,True,7,4,70
2,False,7,6,70
7,True,4,3,84
1,False,7,4,72
8,True,4,5,44
3,False,8,8,46
6,True,8,5,41
9,True,9,9,58
6,False,6,0,44
9,True,7,6,89
7,False,8,2,45
9,True,8,5,87
2,True,9,1,61
8,False,5,6,41
8,True,5,0,57
2,False,9,1,62
4,True,4,8,39
7,True,6,8,54
4,True,9,6,33
4,True,5,1,42
6,False,6,4,70
6,False,8,3,67
3,True,9,1,80
9,True,4,1,44
2,False,6,9,69
6,True,5,7,66
7,False,8,4,35
9,True,9,7,61
3,True,7,1,68
3,False,8,1,55
7,True,5,2,36
4,False,9,9,56
8,False,5,7,58
7,False,7,7,40
5,False,8,2,68
7,False,6,0,43
3,False,6,6,61
2,True,8,3,45
6,False,6,2,36
2,False,9,4,67
3,True,8,5,67
6,False,8,0,29
5,True,5,8,31
8,False,4,5,74
9,False,5,2,37
3,False,6,0,79
3,True,4,8,76
3,True,8,1,45
6,False,6,9,65
1,False,7,5,72
7,True,6,5,62
1,True,4,2,19
5,True,4,5,39
8,False,8,1,93
4,True,9,7,62
5,True,7,0,37
4,True,8,5,34
4,True,7,0,23
8,True,7,8,79
2,True,8,8,51
1,True,6,5,18
3,False,5,5,41
9,True,7,8,57
4,False,4,4,36
5,False,8,8,47
2,True,9,4,65
4,False,6,3,57
2,False,7,1,22
2,True,9,1,20
4,False,6,0,27
6,True,8,9,64
7,True,9,2,32
3,True,4,0,29
3,True,7,5,62
6,True,7,6,56
3,True,9,8,43
2,True,6,6,70
8,False,8,3,49
5,True,5,3,68
1,False,7,7,66
3,True,4,3,31
8,True,7,0,44
4,True,7,8,65
7,False,5,2,36
2,False,5,0,27
7,False,8,8,71
5,False,7,9,76
5,False,7,9,31
6,False,6,4,26
9,True,6,8,69
6,True,9,2,90
8,False,9,5,79
7,False,4,6,33
9,False,4,4,40
4,False,6,7,58
2,False,9,9,28
7,True,4,5,50
6,True,7,5,37
1,True,9,6,15
9,True,5,7,50
9,True,9,1,55
2,True,7,6,25
3,True,6,8,79
5,True,8,0,79
5,False,8,0,36
1,False,6,6,69
8,True,7,4,83
8,True,4,0,44
4,True,9,0,36
7,False,9,1,84
3,False,4,9,58
6,True,8,8,44
9,False,6,2,36
1,True,6,8,23
5,True,5,5,33
4,True,8,9,31
8,True,6,5,90
1,True,5,6,45
9,False,4,9,40
6,True,8,7,81
4,True,8,2,47
9,True,6,7,75
5,True,6,5,61
5,False,7,5,37
5,True,4,2,75
1,True,4,5,63
1,False,9,7,61
8,True,5,6,70
8,True,5,9,91
6,True,7,9,80
4,True,9,6,83
2,False,4,2,72
2,True,5,9,35
9,True,4,2,41
5,False,4,4,57
4,True,9,4,43
1,True,5,8,55
7,False,6,8,42
3,True,6,9,59
6,False,9,4,90
5,True,5,4,79
5,False,7,5,89
5,True,8,7,87
1,True,9,5,50
1,False,4,5,33
3,True,9,8,58
4,False,8,0,68
5,False,9,3,33
2,False,5,9,73
8,False,4,9,50
2,True,8,1,59
9,False,6,8,93
2,True,7,2,47
9,True,9,9,89
7,False,9,1,47
8,False,8,7,77
2,True,7,3,53
7,False,9,1,87
6,True,6,3,53
4,False,8,6,28
7,True,5,6,66
4,True,4,0,23
2,False,6,0,28
7,True,7,2,89
8,True,7,1,38
2,False,6,2,37
5,False,5,3,66
1,False,9,6,44
7,False,5,1,33
8,False,9,6,67
6,True,9,4,76
5,True,7,7,33
6,False,9,7,59
2,True,6,4,39
1,True,9,9,55
7,True,6,7,96
7,True,4,8,30
2,True,7,6,80
2,False,5,5,75
1,False,8,6,19
8,True,5,6,71
8,True,5,2,67
1,False,8,5,16
8,False,7,5,45
9,False,9,8,44
4,False,4,0,50
1,True,5,6,37
1,False,9,0,15
3,False,5,9,71
5,True,7,3,42
5,False,7,6,49
9,False,6,5,41
2,False,7,5,40
2,False,7,4,25
6,False,5,6,62
9,True,4,8,93
1,True,5,5,19
9,True,9,9,77
9,True,7,6,52
9,True,6,8,41
5,False,4,6,69
9,False,6,5,82
4,False,8,2,82
2,False,6,0,49
6,False,6,9,82
4,False,9,8,40
6,False,7,6,48
3,False,9,2,28
6,False,7,9,60
2,False,9,8,43
2,False,7,2,59
9,False,7,2,71
7,False,7,6,52
3,True,6,1,27
1,False,8,9,28
8,True,7,6,62
6,False,8,6,27
7,False,8,0,55
9,False,5,9,39
5,True,5,1,66
1,True,4,4,46
7,False,9,3,47
5,False,5,2,59
3,False,7,9,46
9,False,8,7,47
1,True,9,6,39
1,True,4,8,67
1,False,5,2,26
3,True,6,9,68
6,True,9,0,49
3,False,4,8,45
8,False,7,8,88
2,False,9,0,67
9,True,8,7,54
3,False,7,9,75
5,True,7,0,67
8,False,9,5,91
2,False,6,8,30
6,True,6,2,29
5,True,9,5,75
9,True,9,2,41
5,True,9,4,84
2,True,8,6,31
5,True,5,9,64
4,False,7,3,48
7,True,9,3,29
6,True,5,6,33
2,False,8,4,59
5,True,7,0,45
7,True,5,9,86
7,False,7,1,65
5,False,6,5,73
9,False,9,8,50
4,True,6,6,20
3,False,4,3,36
4,True,8,1,78
5,False,9,3,65
6,True,5,4,48
3,False,7,1,49
2,False,4,0,32
4,False,8,3,69
5,True,8,5,41
4,True,8,0,77
3,False,5,0,60
8,False,9,8,88
4,False,6,4,61
2,False,4,1,69
2,True,5,1,29
1,False,7,3,73
4,False,5,1,22
9,True,7,3,93
7,True,7,5,46
7,False,8,6,74
7,False,5,5,83
8,True,6,3,84
1,True,7,9,71
8,False,8,2,82
4,True,6,3,49
4,True,5,4,27
4,False,6,3,29
6,False,5,2,50
7,True,7,0,53
6,False,4,2,80
1,False,4,4,21
8,False,9,5,39
7,False,9,3,74
6,False,7,0,76
6,True,6,9,43
5,True,5,6,61
6,False,4,8,48
9,False,5,5,48
9,False,7,5,40
8,True,6,8,40
9,True,5,3,80
8,True,6,4,90
8,True,4,4,36
1,False,5,4,48
5,False,8,7,60
4,True,4,0,76
2,True,6,9,47
8,False,7,9,73
3,False,8,2,22
4,False,9,7,74
7,False,5,8,58
9,False,9,1,76
2,True,4,3,59
3,False,5,7,55
4,True,5,4,33
1,True,8,0,50
7,False,8,5,37
2,True,8,8,58
5,True,8,8,36
1,False,7,0,25
3,True,6,3,62
2,False,8,0,57
1,False,4,6,39
7,True,5,2,84
5,False,9,1,45
1,False,8,7,72
6,True,4,8,45
5,False,7,6,63
3,True,4,5,50
7,True,9,9,53
9,False,9,5,36
9,True,4,8,97
9,False,7,4,49
2,True,9,4,40
3,False,7,1,43
7,False,5,5,60
5,True,8,5,85
2,True,9,5,26
3,False,4,3,53
6,False,6,6,53
7,True,6,8,34
9,False,5,0,63
1,False,6,2,31
7,True,5,9,71
8,True,8,8,67
3,False,5,4,57
4,True,7,5,46
6,True,7,7,34
7,False,7,8,76
4,True,9,7,65
8,True,7,2,84
5,False,7,9,38
1,True,7,0,27
4,False,7,4,49
3,True,9,6,52
9,True,7,1,86
8,False,7,0,74
1,True,8,3,64
6,True,9,2,53
9,True,7,3,87
7,True,5,0,43
4,True,8,1,37
1,True,9,0,68
2,False,6,2,32
5,True,4,3,49
5,True,9,0,56
8,False,8,5,52
6,False,7,1,41
8,False,8,9,87
2,True,4,4,34
3,False,4,7,32
6,False,9,3,89
3,True,7,4,46
6,False,7,8,36
6,True,5,1,51
2,True,4,1,46
7,True,7,5,72
2,True,4,5,27
6,True,5,2,59
1,False,6,8,25
3,True,4,0,67
2,False,5,2,24
7,True,5,7,82
4,False,5,7,35
8,True,8,3,88
6,True,9,7,87
4,True,7,9,79
5,False,4,7,58
9,False,9,0,76
7,False,8,2,34
9,True,4,0,95
7,True,9,1,93
1,False,8,3,67
8,True,7,2,85
4,False,5,5,36
3,True,9,4,38
7,False,9,4,66
3,False,4,9,78
8,True,5,6,58
6,False,7,6,48
5,True,4,8,41
4,True,6,7,61
8,True,6,2,42
8,False,6,1,50
1,False,7,0,40
9,False,6,9,94
5,True,9,5,84
4,True,4,3,59
6,False,9,2,39
6,True,6,1,49
2,True,4,1,59
8,False,9,3,49
7,False,7,0,89
1,True,5,5,73
5,True,9,9,40
6,False,8,4,79
4,False,6,9,74
2,True,8,8,49
4,True,5,1,35
1,True,7,8,39
7,False,9,8,83
2,True,7,9,56
2,True,5,8,46
9,True,8,9,95
5,True,9,9,86
2,True,6,3,39
9,True,4,4,70
9,False,7,7,51
1,False,5,7,41
3,False,9,0,53
4,True,8,9,71
7,False,6,0,31
4,True,8,9,63
2,True,6,5,61
7,True,9,6,65
6,True,4,1,63
3,True,4,1,63
6,False,5,4,58
6,False,5,8,62
5,False,6,4,61
4,True,6,7,40
1,False,6,7,39
6,True,6,4,89
2,False,9,7,40
3,False,9,7,35
8,False,4,4,55
6,False,5,4,60
3,False,5,3,45
7,False,7,0,76
4,True,5,8,38
9,True,5,1,73
5,True,8,0,72
3,True,8,5,68
2,True,7,4,27
2,False,6,0,33
3,True,7,6,28
2,True,7,6,46
4,True,4,2,52
2,True,9,7,72
9,True,5,5,58
2,True,4,3,69
9,True,9,9,54
6,True,5,9,85
1,True,7,9,33
4,False,5,2,33
1,True,6,0,67
6,True,6,1,80
4,False,7,1,25
3,False,8,4,76
3,True,6,3,53
9,True,7,1,63
6,True,4,8,75
9,False,8,6,38
5,True,6,7,79
2,False,7,7,63
8,False,7,1,60
5,False,4,4,49
2,False,4,2,66
4,False,8,9,71
9,True,9,8,66
4,True,6,8,41
4,False,7,5,67
2,False,8,3,46
6,False,8,7,86
2,False,4,4,37
7,True,7,2,42
3,False,5,7,77
3,False,9,5,32
5,True,9,4,47
3,True,4,0,54
2,True,7,2,60
9,True,8,6,89
2,False,9,2,34
2,False,8,0,59
8,False,6,7,52
9,False,5,6,84
7,False,4,4,57
3,False,9,9,30
9,False,6,4,47
3,False,6,5,15
5,False,5,6,49
9,True,4,2,74
3,False,4,3,45
7,True,8,0,61
1,True,4,6,67
4,True,6,9,64
4,True,8,1,73
7,False,4,6,68
8,True,5,5,33
1,True,6,3,60
5,False,7,1,30
7,True,5,6,82
4,False,5,6,33
4,False,4,4,28
4,False,8,8,64
6,False,8,2,88
7,True,6,8,35
2,False,4,4,30
5,True,8,1,60
4,True,9,8,66
3,False,7,0,52
7,True,9,0,39
6,False,4,6,45
7,True,4,2,64
5,True,8,7,66
6,True,5,6,61
5,True,4,6,76
7,False,5,0,49
2,False,6,0,43
5,True,6,1,45
6,True,8,1,49
6,True,6,4,27
5,True,9,8,50
7,False,9,6,52
8,True,9,1,72
7,True,8,4,62
5,True,8,4,80
1,False,9,7,53
5,True,5,8,42
2,False,9,7,37
5,False,5,1,77
5,True,6,3,73
2,True,5,1,46
5,True,4,5,54
4,False,7,3,70
1,False,4,6,60
3,True,4,1,67
1,False,8,8,58
5,True,7,4,63
4,True,8,0,83
7,True,5,2,64
5,True,9,3,57
4,True,5,2,45
2,True,7,5,61
4,False,6,5,68
2,False,5,9,45
8,False,4,6,39
3,True,7,8,77
9,True,7,9,55
4,True,5,8,38
6,False,5,6,40
5,True,8,0,49
1,False,8,2,74
9,True,4,4,86
1,False,7,9,72
8,True,6,5,72
9,True,6,5,77
9,False,7,4,76
1,False,4,5,67
2,False,8,8,52
1,True,8,0,52
2,False,8,0,67
8,False,6,8,66
5,True,6,7,74
7,True,4,8,40
2,False,6,6,44
8,True,5,9,97
6,False,6,5,48
8,False,8,8,65
1,False,4,1,57
1,True,7,3,19
7,False,7,1,68
8,False,4,5,48
3,True,5,0,34
5,False,7,6,67
1,False,8,6,15
7,False,7,6,83
5,True,7,3,83
8,False,8,7,46
8,True,6,4,57
9,True,5,1,42
7,False,8,4,51
1,False,8,9,24
3,True,9,8,64
8,False,4,9,94
3,False,5,0,50
8,True,6,1,41
1,False,9,9,45
5,False,8,7,37
4,True,9,4,75
5,False,6,8,80
8,True,9,5,94
4,True,9,7,62
4,False,9,0,73
3,True,8,8,43
7,False,8,8,78
3,False,4,2,51
3,True,7,0,24
5,True,5,7,46
5,True,4,7,51
6,True,6,8,35
8,True,9,5,75
6,True,8,8,38
1,False,9,9,79
8,False,8,8,42
8,True,5,3,89
9,False,4,4,66
9,True,4,5,100
2,True,6,5,34
2,False,4,9,59
3,False,4,1,28
1,True,7,3,39
4,True,5,8,36
4,True,9,6,52
9,False,4,8,57
9,True,6,5,66
9,True,9,6,95
7,False,8,8,79
2,False,4,3,42
5,False,4,8,23
4,True,9,2,67
8,True,8,7,64
2,False,7,2,43
6,True,5,2,56
5,True,7,2,43
2,False,6,8,55
1,False,9,9,16
8,True,4,2,65
2,False,7,5,38
7,False,5,3,57
9,True,6,1,83
9,True,7,2,47
8,True,4,4,71
9,True,5,9,56
2,True,4,3,57
6,True,4,4,23
4,False,6,0,27
4,False,5,3,65
5,False,8,9,54
3,True,4,2,50
1,True,5,1,23
8,True,4,6,77
5,True,7,9,83
3,True,7,8,66
7,False,5,0,38
7,True,6,6,65
1,False,8,0,54
9,True,7,4,65
2,False,6,0,68
5,False,8,2,31
5,False,7,7,83
8,False,8,3,49
8,False,9,0,45
7,False,4,0,46
7,False,5,7,85
6,True,7,7,33
6,True,7,3,83
9,False,4,3,71
6,True,7,9,49
2,True,7,1,39
2,False,9,1,51
5,True,7,5,57
4,False,7,7,81
2,True,7,6,65
3,False,6,6,66
7,True,7,2,86
8,False,4,1,66
6,True,9,9,50
5,True,7,6,46
1,True,8,3,20
8,False,9,0,58
3,False,9,0,38
6,True,8,3,91
3,True,4,4,77
7,False,6,4,83
7,True,4,0,79
9,True,6,2,50
5,False,5,5,51
8,False,8,9,49
8,True,9,6,79
1,False,9,0,26
5,True,9,7,42
3,True,8,3,42
1,False,8,8,35
4,True,6,5,31
8,False,9,0,50
3,False,4,1,18
2,True,6,2,50
9,False,9,1,82
5,True,8,9,78
7,False,8,6,53
2,True,8,0,65
9,False,9,8,76
9,True,8,1,94
4,True,5,3,79
4,False,8,7,27
6,True,9,2,43
6,True,6,8,30
1,True,8,6,37
9,True,7,9,90
2,True,5,2,68
5,True,9,2,64
9,False,8,4,73
4,False,7,4,53
3,False,9,9,46
7,False,6,4,37
6,True,5,8,29
8,True,8,8,80
3,False,6,5,52
5,True,9,6,29
4,False,7,9,70
4,True,9,7,40
4,True,9,8,49
8,False,5,5,92
6,True,8,7,46
3,False,6,1,42
5,False,5,9,41
6,False,7,7,60
5,True,8,1,41
6,True,5,7,83
8,False,7,1,43
7,True,7,2,36
5,False,6,6,38
6,False,9,8,47
4,True,7,2,40
9,False,7,4,59
4,True,9,8,76
1,True,4,6,31
7,True,7,1,44
7,False,8,4,71
4,False,5,4,59
3,True,9,8,69
8,True,9,1,63
5,False,9,0,87
7,True,8,3,77
4,True,9,3,31
4,False,8,0,47
8,False,6,9,78
8,False,4,6,86
2,True,9,1,48
2,False,4,8,24
3,False,9,6,39
3,False,8,6,71
1,False,5,0,60
3,False,4,8,54
6,False,4,9,45
8,False,8,8,51
6,True,4,1,78
5,False,6,9,48
4,True,8,8,59
3,True,4,1,28
4,False,4,1,35
7,True,4,7,55
1,False,8,2,69
7,True,5,2,87
1,False,7,6,32
2,True,9,9,37
4,False,4,5,66
1,False,7,6,66
9,True,7,5,56
6,True,4,8,70
1,False,4,1,48
1,True,9,7,17
6,False,7,5,59
4,True,5,3,56
4,False,7,5,66
6,True,5,5,41
7,False,6,9,76
9,True,5,2,54
5,False,9,7,57
9,True,8,4,62
4,False,4,9,38
2,True,6,3,73
3,True,7,1,72
1,False,5,9,28
6,True,6,0,28
6,True,8,6,67
1,False,5,9,62
3,False,9,2,36
5,False,7,2,33
3,False,7,2,74
3,True,5,9,52
3,True,8,2,38
5,True,4,1,62
5,False,4,5,50
4,True,7,9,48
1,True,8,2,15
5,False,7,0,51
5,True,4,9,37
4,True,7,8,59
6,False,5,5,46
4,True,9,5,78
7,False,5,9,74
7,False,9,8,78
2,True,8,1,27
3,True,4,9,74
1,True,8,8,15
8,False,8,2,46
9,False,4,2,90
4,True,6,2,58
6,True,6,0,65
9,False,7,9,65
6,True,6,6,36
9,True,5,9,52
4,False,9,6,79
8,True,8,1,74
9,True,7,5,93
4,True,8,3,57
5,True,4,6,65
8,False,6,6,69
6,False,4,3,71
7,False,7,2,31
3,False,9,6,78
7,True,5,8,60
8,True,6,3,58
6,True,4,5,46
9,True,9,6,87
6,False,6,9,81
9,True,8,2,69
4,True,5,4,46
8,False,9,0,41
4,False,6,5,50
2,False,5,4,24
9,True,9,6,97
5,False,8,8,35
4,True,8,3,82
2,True,4,8,24
1,False,7,5,59
7,False,4,4,42
6,False,5,1,56
2,True,4,0,30
8,True,9,7,49
4,True,6,5,56
8,False,9,6,98
7,True,4,5,79
5,True,7,9,54
8,True,9,6,93
9,True,9,8,63
5,False,9,4,76
5,True,7,0,27
2,False,9,0,35
5,False,5,8,39
3,True,8,4,59
7,True,7,1,50
5,False,5,2,77
8,True,7,0,70
1,False,7,5,62
3,True,8,5,71
3,True,6,2,39
9,False,5,2,41
5,True,7,6,51
9,False,7,0,52
9,False,4,4,49
1,True,9,2,76
2,False,6,4,71
5,True,8,3,42
4,True,5,5,60
9,True,7,8,53
7,False,9,1,40
6,True,5,9,85
7,True,8,7,70
1,False,6,1,63
1,False,4,3,42
8,False,6,8,73
2,False,4,3,35
9,True,5,6,48
7,True,6,4,49
6,True,6,1,75
1,True,6,7,35
1,False,8,9,70
2,False,5,9,71
6,True,4,1,74
6,False,6,2,77
2,False,5,9,30
1,False,9,6,13
5,False,8,4,26
5,False,8,9,35
2,True,9,2,40
6,True,5,1,55
9,False,4,5,37
2,False,5,9,64
2,True,5,0,23
3,True,7,7,27
7,False,8,4,42
6,False,4,4,34
8,False,7,1,63
8,True,9,6,50
6,False,5,4,75
3,False,9,7,74
3,False,8,4,39
1,False,7,8,63
7,False,7,4,36
5,False,4,2,84
4,False,5,1,30
4,False,4,4,60
4,True,7,9,61
6,True,7,9,70
8,True,4,4,32
8,False,7,5,87
5,True,6,1,72
6,True,8,4,68
4,True,5,0,29
9,True,8,2,78
8,True,5,2,45
1,False,7,2,20
2,True,4,2,66
9,False,4,7,77
8,False,7,0,72
3,True,5,5,26
8,False,7,5,67
1,True,5,0,67
4,False,7,0,68
3,False,7,2,56
6,True,7,7,61
7,False,4,5,50
4,False,5,3,68
7,False,9,4,47
9,False,7,9,56
2,False,8,2,40
3,False,8,5,68
5,False,4,5,26
3,False,6,5,55
8,True,9,8,84
8,False,4,9,40
8,True,6,7,85
9,True,4,5,85
4,False,8,1,40
5,False,7,3,68
5,True,5,5,74
8,True,7,8,90
7,True,8,1,82
9,False,5,5,57
8,False,6,9,61
2,False,6,9,38
4,True,8,9,46
6,False,5,6,80
2,False,7,7,67
7,False,8,8,84
3,False,6,4,58
3,True,8,8,55
2,False,7,8,57
8,False,4,6,87
6,True,9,1,80
1,False,9,7,54
1,True,9,4,64
7,True,4,7,33
8,False,7,1,83
5,True,5,6,66
5,False,8,4,33
4,True,7,3,31
6,True,4,9,40
6,False,6,5,66
3,True,9,4,67
9,False,9,5,64
7,False,7,8,52
1,False,9,0,68
7,False,9,0,58
5,True,7,5,72
5,False,7,1,65
2,True,4,7,65
4,False,4,6,24
6,True,9,5,35
7,True,7,3,34
5,True,7,8,57
9,True,9,6,54
3,False,5,6,42
1,False,6,4,39
4,True,8,0,62
9,True,8,1,71
4,False,9,7,42
2,True,8,4,52
5,True,4,1,54
3,False,4,4,68
9,True,5,7,50
4,True,9,3,46
6,False,4,2,68
2,True,9,4,19
6,False,9,6,68
3,False,7,1,74
9,False,6,0,63
2,False,6,4,60
9,True,9,6,47
5,False,6,7,47
8,False,6,7,87
2,True,8,9,45
6,False,8,8,31
3,True,7,0,61
5,False,5,6,73
8,False,4,9,92
1,False,4,7,65
5,False,8,5,69
3,True,9,9,20
4,True,6,3,66
2,True,7,6,38
9,False,5,2,81
3,False,8,1,39
2,False,9,5,53
9,True,7,1,44
7,False,9,5,58
6,True,7,9,79
1,True,8,2,75
5,True,7,1,59
3,False,6,7,23
1,False,7,3,74
4,False,5,3,65
2,False,7,6,60
2,True,4,7,32
3,True,7,8,38
8,False,9,9,91
8,False,8,7,34
7,False,4,3,46
6,True,8,1,55
9,False,9,9,43
4,True,5,4,67
1,True,6,6,56
8,True,5,1,58
7,True,4,3,60
7,True,9,5,77
3,True,9,7,69
4,True,6,9,60
9,False,7,5,52
6,False,4,5,36
5,False,6,5,49
3,True,8,3,50
9,True,6,2,48
5,False,8,0,43
5,True,8,1,34
4,True,9,1,57
4,True,6,9,50
1,True,9,6,28
7,True,9,5,72
9,True,5,7,38
3,True,5,8,68
2,True,9,4,41
3,True,9,2,53
1,True,8,3,36
6,True,9,7,80
7,True,4,2,73
2,False,6,1,59
8,True,4,6,67
6,True,5,3,91
4,False,4,7,34
5,False,7,0,23
8,False,7,7,86
3,True,5,4,73
3,True,4,1,49
4,False,6,0,43
1,False,5,5,61
9,False,7,8,45
8,True,5,8,85
8,True,4,8,75
6,False,4,3,44
7,True,4,5,66
6,True,8,9,45
9,False,4,5,40
3,False,9,4,38
3,False,7,1,50
3,True,7,6,67
3,True,8,0,21
9,True,7,5,51
4,True,7,4,25
7,True,5,4,53
9,False,4,7,71
7,True,9,8,77
9,True,9,6,75
3,False,5,9,60
4,False,9,7,49
8,False,5,1,87
6,False,9,1,40
5,True,7,7,56
4,True,6,5,49
8,False,4,7,59
1,True,6,8,59
9,False,7,8,54
1,True,8,5,17
8,True,5,7,90
4,True,9,1,23
9,False,9,7,82
5,False,7,2,49
3,True,9,0,50
9,True,7,6,60
9,False,6,0,60
4,False,8,0,74
4,True,5,0,71
8,True,9,3,77
2,False,8,3,34
9,True,8,9,39
6,False,8,5,85
9,False,4,9,64
8,True,8,2,87
7,True,7,9,91
1,True,4,5,73
3,False,4,6,34
2,False,8,0,70
5,False,9,5,42
5,True,9,9,55
5,True,9,0,45
4,False,9,6,49
5,False,7,9,37
3,True,9,4,55
1,False,5,9,38
5,True,8,3,35
9,True,4,0,41
9,False,5,8,43
4,False,9,6,46
3,False,5,1,69
1,False,4,3,37
2,False,9,3,31
8,True,5,7,90
1,False,7,1,33
8,True,7,4,44
7,False,8,9,62
8,False,8,7,41
6,False,5,5,38
9,False,4,3,45
3,False,7,4,34
4,False,6,1,72
6,True,8,4,29
8,False,7,2,83
5,False,9,2,61
3,False,5,6,75
6,False,7,2,63
4,True,7,3,36
9,True,5,6,62
3,True,8,2,49
4,True,8,9,46
7,True,6,9,69
7,True,6,1,35
4,False,8,9,38
6,False,8,6,62
3,True,8,4,30
6,False,8,0,52
2,False,7,9,16
8,False,6,7,66
2,False,5,2,20
7,False,4,6,86
9,True,5,5,38
1,True,9,9,30
8,True,4,5,71
7,True,7,7,49
6,True,9,3,79
6,True,6,3,69
6,False,4,2,56
9,True,8,0,47
2,False,9,9,41
1,False,7,2,58
6,True,4,0,38
8,True,8,5,52
3,True,9,7,25
1,False,7,2,62
9,True,9,3,60
1,True,4,4,63
3,True,8,6,72
8,False,6,5,84
3,True,7,1,74
4,True,4,6,61
8,False,8,7,77
1,False,6,0,36
6,False,9,5,65
1,True,8,8,23
1,True,6,6,60
8,False,4,4,83
4,True,8,9,56
1,False,8,9,37
7,False,5,8,43
5,False,7,1,76
5,False,8,6,83
1,False,6,8,63
6,True,7,1,39
9,True,4,9,48
9,True,7,5,53
8,True,5,8,84
5,False,4,2,63
1,True,8,7,73
9,False,9,4,99
1,False,4,6,52
8,True,4,2,58
5,True,5,7,50
3,False,6,1,18
7,True,4,7,62
7,True,6,1,87
9,True,7,6,53
7,True,9,1,87
3,False,5,6,37
1,False,8,0,31
8,True,4,5,63
3,False,9,9,81
8,False,9,6,95
8,True,6,3,45
5,True,4,0,48
1,False,9,5,47
7,False,5,3,31
5,False,8,2,43
8,True,7,3,82
9,False,7,5,80
7,False,6,4,76
7,True,9,1,57
1,False,7,1,64
4,True,6,2,35
2,True,8,5,24
2,False,4,0,30
2,True,5,6,38
4,True,8,7,45
1,False,8,6,44
4,True,7,2,53
2,False,7,5,53
5,True,5,3,84
3,True,4,4,47
8,False,8,2,76
4,False,9,4,57
1,False,7,5,71
1,True,8,7,74
3,False,4,5,54
9,True,6,8,84
7,False,4,9,62
2,True,8,9,35
9,False,8,9,62
2,True,5,9,30
3,False,8,3,47
2,True,7,1,25
3,True,9,8,40
6,True,5,2,56
9,True,8,6,38
9,False,4,3,86
7,True,8,0,38
3,False,4,7,17
4,True,4,3,75
6,False,8,5,48
5,True,4,6,87
2,True,9,7,32
6,False,6,9,68
3,False,5,1,42
8,True,8,8,96
2,False,6,9,42
1,False,4,2,18
9,False,4,0,41
3,True,5,1,54
1,False,6,7,67
7,True,6,9,57
5,False,8,5,65
5,False,4,0,62
1,True,7,8,56
9,False,8,6,39
7,False,8,9,38
8,False,8,2,65
9,False,5,6,68
6,False,5,5,82
5,False,8,2,44
6,False,9,7,67
2,True,7,0,53
4,True,6,4,61
3,True,6,7,53
7,True,4,2,61
9,True,6,9,49
5,False,6,5,61
6,True,7,9,38
2,True,6,1,76
3,False,7,8,47
3,True,5,1,32
9,False,7,4,71
7,False,5,2,69
8,True,7,9,53
9,True,8,8,100
6,False,9,8,49
4,False,5,6,48
1,True,5,9,45
8,False,6,4,40
7,True,5,8,71
2,True,7,6,34
8,True,8,1,76
5,True,8,9,29
7,False,6,0,71
4,False,7,9,69
5,True,7,9,58
8,True,4,3,43
1,False,5,9,17
1,False,6,7,41
4,False,8,5,27
3,False,9,1,45
2,False,4,4,65
3,True,7,8,31
1,True,5,5,14
1,True,8,5,33
6,True,4,6,60
5,False,7,4,34
8,False,8,2,82
2,True,8,2,40
4,True,7,4,66
8,False,7,3,76
6,True,6,4,46
1,True,8,8,31
4,False,7,4,57
1,False,9,3,65
2,False,9,3,38
5,True,4,0,46
8,False,5,9,53
8,False,9,3,97
3,True,6,3,63
4,False,7,8,55
6,True,5,3,79
3,True,6,6,26
2,True,8,0,55
6,True,5,6,37
5,False,9,1,78
5,True,6,7,45
5,False,7,0,45
5,False,7,9,34
3,False,6,2,66
7,False,8,7,79
6,False,9,9,63
4,True,6,7,32
2,False,4,4,64
9,True,6,4,78
1,True,6,7,69
4,True,9,9,46
1,False,7,4,54
6,False,8,8,51
4,False,6,0,78
5,False,5,4,54
5,True,7,2,80
9,False,7,2,67
1,False,6,1,48
2,True,9,2,61
